lead_number,do_not_email,do_not_call,converted,total_visits,total_time_spent_on_website,page_views_per_visit,search,magazine,newspaper_article,update_me_on_upcoming_bike_rallies,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_accessories,update_me_on_discounts,get_updates_on_dm_content,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque
615502,No,No,0,2.0,1160,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615501,No,No,0,2.0,817,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615500,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615488,No,No,0,2.0,877,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615481,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615477,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615473,Yes,No,0,7.0,542,3.5,No,No,No,No,No,No,No,No,No,No,,,No
615468,No,No,0,3.0,518,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615466,Yes,No,1,2.0,837,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615461,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615453,No,No,1,3.0,1757,1.5,No,No,No,No,No,No,No,No,No,No,,,No
615452,Yes,No,0,3.0,11,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615429,No,No,1,2.0,1108,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615425,No,No,1,4.0,1049,4.0,No,No,No,No,No,No,No,No,No,No,,,No
615386,No,No,1,5.0,763,5.0,No,No,No,No,No,No,No,No,No,No,,,No
615353,No,No,0,3.0,9,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615333,No,No,0,5.0,357,2.5,No,No,No,No,No,No,No,No,No,No,,,No
615326,Yes,No,0,1.0,196,1.0,No,No,No,No,No,No,No,No,No,No,,,No
615320,No,No,1,2.0,1735,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615309,No,No,1,3.0,1500,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
615283,No,No,1,3.0,558,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615282,No,No,0,2.0,225,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615279,No,No,0,2.0,69,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615278,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615271,No,No,0,2.0,91,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615265,No,No,0,2.0,156,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615239,No,No,0,2.0,111,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615227,No,No,1,7.0,1434,7.0,No,No,No,No,No,No,No,No,No,No,,,No
615216,No,No,1,6.0,1183,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615194,No,No,0,5.0,138,5.0,No,No,No,No,No,No,No,No,No,No,,,No
615193,No,No,1,2.0,1585,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615172,No,No,1,2.0,1486,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615155,Yes,No,0,3.0,303,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615125,No,No,1,5.0,567,2.5,No,No,No,No,No,No,No,No,No,No,,,No
615121,No,No,0,5.0,260,5.0,No,No,No,No,No,No,No,No,No,No,,,No
615108,No,No,0,6.0,74,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615106,Yes,No,1,2.0,840,2.0,No,No,No,No,No,No,No,No,No,No,16.0,12.0,No
615080,No,No,1,7.0,1143,3.5,No,No,No,No,No,No,No,No,No,No,,,No
615069,Yes,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615065,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615064,Yes,No,1,2.0,342,2.0,No,No,No,No,No,No,No,No,No,No,,,No
615063,No,No,0,8.0,598,4.0,No,No,No,No,No,No,No,No,No,No,,,No
615038,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615032,No,No,0,2.0,1517,2.0,No,No,No,No,No,No,No,No,No,No,13.0,16.0,No
615031,No,No,0,12.0,494,3.0,No,No,No,No,No,No,No,No,No,No,,,No
615013,Yes,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
615009,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614998,No,No,1,1.0,846,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614996,No,No,1,3.0,1199,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614988,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614974,No,No,1,3.0,206,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614973,No,No,0,3.0,204,1.5,No,No,No,No,No,No,No,No,No,No,,,No
614964,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614961,No,No,0,3.0,427,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614938,No,No,0,2.0,238,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614930,No,No,0,2.0,1237,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614924,No,No,1,3.0,170,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614920,No,No,1,3.0,205,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614912,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614911,No,No,1,7.0,894,3.5,No,No,No,No,No,No,No,No,No,No,,,No
614906,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614902,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,14.0,19.0,No
614900,No,No,1,2.0,1585,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614878,No,No,0,3.0,127,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614865,No,No,1,2.0,252,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614849,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614846,No,No,1,4.0,905,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614845,No,No,1,8.0,88,8.0,No,No,No,No,No,No,No,No,No,No,,,No
614840,No,No,1,3.0,112,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614828,No,No,0,5.0,220,5.0,No,No,No,No,No,No,No,No,No,No,,,No
614821,No,No,0,6.0,310,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614819,No,No,1,19.0,312,2.38,No,No,No,No,No,No,No,No,No,No,,,No
614817,No,No,0,5.0,1035,2.5,No,No,No,No,No,No,No,No,No,No,,,No
614804,No,No,1,8.0,914,2.67,No,No,No,No,No,No,No,No,No,No,,,No
614799,No,No,0,9.0,278,9.0,No,No,No,No,No,No,No,No,No,No,,,No
614798,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614796,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614794,No,No,0,3.0,399,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614791,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614777,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614745,No,No,0,8.0,159,2.67,No,No,No,No,No,No,No,No,No,No,,,No
614744,No,No,0,3.0,457,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614729,No,No,0,2.0,82,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614723,No,No,0,12.0,48,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614708,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614705,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614697,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614695,No,No,0,3.0,990,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614694,No,No,1,9.0,87,4.5,No,No,No,No,No,No,No,No,No,No,,,No
614685,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614668,No,No,0,7.0,1402,7.0,No,No,No,No,No,No,No,No,No,No,,,No
614665,No,No,0,3.0,165,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614655,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614635,No,No,1,4.0,1237,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614630,No,No,0,1.0,45,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614625,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614623,No,No,0,5.0,345,2.5,No,No,No,No,No,No,No,No,No,No,,,No
614615,No,No,0,4.0,16,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614607,No,No,0,6.0,246,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614597,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614587,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614586,Yes,No,0,3.0,225,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614573,No,No,1,3.0,1590,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614570,No,No,0,4.0,154,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614568,No,No,1,5.0,1436,2.5,No,No,No,No,No,No,No,No,No,No,,,No
614566,No,No,0,2.0,312,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614565,No,No,0,5.0,106,5.0,No,No,No,No,No,No,No,No,No,No,,,No
614563,Yes,No,0,8.0,170,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614557,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614554,No,No,1,4.0,709,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614541,No,No,0,3.0,260,1.5,No,No,No,No,No,No,No,No,No,No,,,No
614535,No,No,0,4.0,1708,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614529,No,No,0,3.0,12,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614523,No,No,0,4.0,609,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614511,No,No,0,4.0,148,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614508,Yes,No,0,2.0,271,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614506,No,No,1,3.0,89,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614498,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614482,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614480,No,No,1,2.0,1680,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614475,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614470,Yes,No,0,6.0,347,6.0,No,No,No,No,No,No,No,No,No,No,,,No
614463,No,No,1,8.0,1620,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614458,No,No,1,7.0,845,7.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
614441,No,No,1,2.0,267,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614434,No,No,1,4.0,1054,1.33,No,No,No,No,No,No,No,No,No,No,,,No
614387,No,No,0,1.0,206,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614343,No,No,1,3.0,1101,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614324,No,No,1,2.0,1507,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614292,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614287,No,No,0,4.0,84,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614282,No,No,0,4.0,21,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614268,Yes,No,0,3.0,154,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614259,No,No,1,8.0,387,8.0,No,No,No,No,No,No,No,No,No,No,,,No
614251,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614238,No,No,1,2.0,1380,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614229,No,No,0,8.0,96,8.0,No,No,No,No,No,No,No,No,No,No,,,No
614226,No,No,0,5.0,286,5.0,No,No,No,No,No,No,No,No,No,No,,,No
614222,No,No,1,5.0,1880,5.0,No,No,No,No,No,No,No,No,No,No,,,No
614219,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614218,Yes,No,0,8.0,77,8.0,No,No,No,No,No,No,No,No,No,No,,,No
614213,No,No,0,2.0,416,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614206,No,No,1,10.0,568,5.0,No,No,No,No,No,No,No,No,No,No,,,No
614205,No,No,1,4.0,1082,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614204,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614202,Yes,No,0,4.0,426,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614200,No,No,1,4.0,30,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614189,No,No,0,7.0,32,7.0,No,No,No,No,No,No,No,No,No,No,,,No
614186,Yes,No,0,1.0,431,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614179,No,No,0,4.0,1276,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614151,No,No,1,4.0,980,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614146,No,No,1,4.0,1886,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614140,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614139,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614132,No,No,1,9.0,185,3.0,No,No,No,No,No,No,No,No,No,No,,,No
614115,No,No,0,2.0,1220,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614107,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614103,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614100,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614097,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614096,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614095,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614091,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,15.0,19.0,No
614090,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614087,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614082,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614080,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614077,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614071,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614070,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614066,No,No,0,2.0,1217,1.0,No,No,No,No,No,No,No,No,No,No,,,No
614067,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614056,No,No,0,5.0,236,2.5,No,No,No,No,No,No,No,No,No,No,,,No
614042,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614038,No,No,1,2.0,1486,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614037,No,No,0,4.0,12,2.0,No,No,No,No,No,No,No,No,No,No,,,No
614036,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614021,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
614018,No,No,1,4.0,1189,4.0,No,No,No,No,No,No,No,No,No,No,,,No
614007,No,No,1,2.0,1177,1.0,No,No,No,No,No,No,No,No,No,No,,,No
613979,No,No,1,4.0,918,2.0,No,No,No,No,No,No,No,No,No,No,15.0,12.0,No
613976,No,No,0,3.0,18,1.5,No,No,No,No,No,No,No,No,No,No,13.0,15.0,No
613975,No,No,1,3.0,1105,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613966,No,No,0,1.0,260,1.0,No,No,No,No,No,No,No,No,No,No,,,No
613965,No,No,1,8.0,1651,8.0,No,No,No,No,No,No,No,No,No,No,,,No
613964,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613947,No,No,1,4.0,773,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613938,No,No,1,2.0,1198,1.0,No,No,No,No,No,No,No,No,No,No,,,No
613918,No,No,1,2.0,1598,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613917,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613879,No,No,0,2.0,177,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613861,No,No,0,5.0,212,5.0,No,No,No,No,No,No,No,No,No,No,,,No
613858,No,No,1,2.0,1378,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613854,No,No,0,6.0,425,6.0,No,No,No,No,No,No,No,No,No,No,,,No
613852,No,No,1,4.0,976,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613850,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613825,No,No,0,2.0,746,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613818,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613814,No,No,0,3.0,1114,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613809,No,No,0,6.0,324,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613797,No,No,1,5.0,519,5.0,No,No,No,No,No,No,No,No,No,No,,,No
613774,No,No,1,3.0,1341,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613769,No,No,0,5.0,1136,2.5,No,No,No,No,No,No,No,No,No,No,,,No
613750,No,No,0,3.0,5,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613738,No,No,1,7.0,242,3.5,No,No,No,No,No,No,No,No,No,No,,,No
613732,No,No,0,3.0,1353,3.0,No,No,No,No,No,No,No,No,No,No,10.0,16.0,No
613711,No,No,0,2.0,682,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613707,No,No,1,5.0,1826,2.5,No,No,No,No,No,No,No,No,No,No,,,No
613698,Yes,No,0,2.0,125,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613697,No,No,0,4.0,956,1.33,No,No,No,No,No,No,No,No,No,No,,,No
613689,No,No,1,3.0,815,1.5,No,No,No,No,No,No,No,No,No,No,,,No
613688,No,No,1,5.0,1411,5.0,No,No,No,No,No,No,No,No,No,No,,,No
613684,No,No,1,7.0,1010,2.33,No,No,No,No,No,No,No,No,No,No,,,No
613680,No,No,0,3.0,1174,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613679,No,No,0,3.0,100,1.5,No,No,No,No,No,No,No,No,No,No,,,No
613668,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613660,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613659,No,No,1,3.0,1678,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613655,No,No,1,7.0,1164,7.0,No,No,No,No,No,No,No,No,No,No,,,No
613650,No,No,1,2.0,139,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613635,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613632,Yes,No,0,1.0,296,1.0,No,No,No,No,No,No,No,No,No,No,,,No
613633,No,No,1,3.0,1510,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613624,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613622,No,No,1,8.0,1255,8.0,No,No,No,No,No,No,No,No,No,No,15.0,20.0,No
613614,No,No,0,4.0,153,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613611,No,No,0,4.0,231,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613597,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613583,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613574,No,No,1,4.0,1502,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613565,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613553,No,No,0,4.0,308,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613545,No,No,1,7.0,1237,7.0,No,No,No,No,No,No,No,No,No,No,,,No
613544,No,No,0,4.0,347,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613542,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613541,No,No,1,4.0,391,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613533,No,No,1,2.0,1310,1.0,No,No,No,No,No,No,No,No,No,No,,,No
613525,No,No,1,2.0,253,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613517,No,No,0,6.0,115,6.0,No,No,No,No,No,No,No,No,No,No,,,No
613506,No,No,0,5.0,421,2.5,No,No,No,No,No,No,No,No,No,No,,,No
613497,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613488,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613483,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613459,No,No,1,4.0,1388,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613440,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613438,No,No,1,7.0,1398,3.5,No,No,No,No,No,No,No,No,No,No,,,No
613423,No,No,1,5.0,235,5.0,No,No,No,No,No,No,No,No,No,No,,,No
613405,No,No,1,2.0,1007,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613398,No,No,1,6.0,1399,6.0,No,No,No,No,No,No,No,No,No,No,,,No
613391,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613383,No,No,1,3.0,1383,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613378,No,No,0,3.0,325,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613352,No,No,1,4.0,1005,1.33,No,No,No,No,No,No,No,No,No,No,,,No
613346,No,No,1,5.0,803,2.5,No,No,No,No,No,No,No,No,No,No,,,No
613343,No,No,1,2.0,1321,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613339,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613330,No,No,0,5.0,1533,2.5,No,No,No,No,No,No,No,No,No,No,,,No
613326,No,No,1,2.0,41,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613322,No,No,1,4.0,128,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613318,Yes,No,0,3.0,231,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613289,No,No,1,4.0,1115,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613275,No,No,0,5.0,91,2.5,No,No,No,No,No,No,No,No,No,No,,,No
613210,No,No,1,4.0,1148,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613195,No,No,1,2.0,916,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613194,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613193,No,No,1,5.0,1436,5.0,No,No,No,No,No,No,No,No,No,No,,,No
613188,No,No,1,4.0,913,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613178,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613149,Yes,No,0,2.0,56,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613148,No,No,0,5.0,497,5.0,No,No,No,No,No,No,No,No,No,No,,,No
613129,No,No,1,4.0,1192,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613102,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613099,No,No,0,3.0,458,3.0,No,No,No,No,No,No,No,No,No,No,,,No
613087,No,No,0,13.0,58,2.6,No,No,No,No,No,No,No,No,No,No,,,No
613083,Yes,No,0,7.0,212,1.75,No,No,No,No,No,No,No,No,No,No,,,No
613070,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613046,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
613042,No,No,1,3.0,1076,1.0,No,No,No,No,No,No,No,No,No,No,,,No
613035,No,No,0,4.0,395,2.0,No,No,No,No,No,No,No,No,No,No,,,No
613027,No,No,0,4.0,770,4.0,No,No,No,No,No,No,No,No,No,No,,,No
613019,No,No,0,11.0,78,5.5,No,No,No,No,No,No,No,No,No,No,,,No
613016,No,No,1,2.0,1236,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612984,No,No,0,8.0,1677,2.0,No,No,No,No,No,No,No,No,No,No,15.0,17.0,No
612983,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612980,No,No,1,6.0,246,6.0,No,No,No,No,No,No,No,No,No,No,,,No
612971,No,No,1,,1672,,No,No,No,No,No,No,No,No,No,No,,,No
612968,No,No,1,2.0,693,1.0,No,No,No,No,No,No,No,No,No,No,,,No
612954,No,No,1,,1464,,No,No,No,No,No,No,No,No,No,No,,,No
612946,No,No,0,12.0,150,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612920,No,No,0,2.0,1273,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612919,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612899,No,No,0,2.0,102,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612884,No,No,0,3.0,256,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612877,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612869,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612862,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612846,No,No,0,4.0,452,1.33,No,No,No,No,No,No,No,No,No,No,,,No
612838,No,No,0,3.0,350,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612836,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612830,No,No,0,9.0,165,4.5,No,No,No,No,No,No,No,No,No,No,,,No
612809,No,No,0,2.0,47,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612802,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612796,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612791,No,No,0,3.0,53,1.5,No,No,No,No,No,No,No,No,No,No,,,No
612780,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612771,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612761,No,No,0,2.0,170,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612752,No,No,1,3.0,1742,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612748,Yes,No,1,3.0,1040,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612745,No,No,1,2.0,30,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612740,No,No,1,4.0,827,4.0,No,No,No,No,No,No,No,No,No,No,,,No
612736,Yes,No,1,6.0,1668,6.0,No,No,No,No,No,No,No,No,No,No,,,No
612731,No,No,1,2.0,1795,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612728,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612711,No,No,1,12.0,1117,2.4,No,No,No,No,No,No,No,No,No,No,17.0,18.0,No
612709,No,No,1,2.0,1542,2.0,No,No,No,No,No,No,No,No,No,No,,,No
